hilo,fase,tipoError,item,error
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=336, fecha=2024-03-14, monto=800, tipo='invalid'}","Transaccion 336 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=338, fecha=2024-06-19, monto=800, tipo='invalid'}","Transaccion 338 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=339, fecha=2024-06-06, monto=null, tipo='invalid'}","Transaccion incompleta: Transaccion{id=339, fecha=2024-06-06, monto=null, tipo='invalid'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=341, fecha=2024-01-28, monto=-200, tipo='invalid'}","Transaccion 341 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=342, fecha=2024-07-08, monto=null, tipo='debito'}","Transaccion incompleta: Transaccion{id=342, fecha=2024-07-08, monto=null, tipo='debito'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=343, fecha=2024-01-08, monto=3000, tipo='invalid'}","Transaccion 343 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=345, fecha=2024-11-19, monto=700, tipo='invalid'}","Transaccion 345 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=346, fecha=2024-10-12, monto=1500, tipo='invalid'}","Transaccion 346 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=347, fecha=2024-05-20, monto=3000, tipo='invalid'}","Transaccion 347 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=352, fecha=2024-02-02, monto=-200, tipo='invalid'}","Transaccion 352 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=353, fecha=2024-04-18, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=353, fecha=2024-04-18, monto=null, tipo='credito'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=354, fecha=2024-01-10, monto=null, tipo='debito'}","Transaccion incompleta: Transaccion{id=354, fecha=2024-01-10, monto=null, tipo='debito'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=358, fecha=2024-10-10, monto=null, tipo='invalid'}","Transaccion incompleta: Transaccion{id=358, fecha=2024-10-10, monto=null, tipo='invalid'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=359, fecha=2024-08-04, monto=null, tipo='debito'}","Transaccion incompleta: Transaccion{id=359, fecha=2024-08-04, monto=null, tipo='debito'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=360, fecha=2024-04-23, monto=700, tipo='invalid'}","Transaccion 360 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=361, fecha=2024-05-08, monto=null, tipo='invalid'}","Transaccion incompleta: Transaccion{id=361, fecha=2024-05-08, monto=null, tipo='invalid'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=363, fecha=2024-01-09, monto=1000, tipo='invalid'}","Transaccion 363 con tipo no valido: invalid"
taskExecutor-2,READ,FlatFileParseException,"357,2024-13-01,1000,credito","Parsing error at line: 358 in resource=[class path resource [data/transacciones.csv]], input=[357,2024-13-01,1000,credito]"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=369, fecha=2024-09-29, monto=800, tipo='desconocido'}","Transaccion 369 con tipo no valido: desconocido"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=374, fecha=2024-07-25, monto=800, tipo='desconocido'}","Transaccion 374 con tipo no valido: desconocido"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=377, fecha=2024-05-25, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=377, fecha=2024-05-25, monto=null, tipo='credito'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=379, fecha=2024-03-09, monto=1000, tipo='invalid'}","Transaccion 379 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=381, fecha=2024-06-25, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=381, fecha=2024-06-25, monto=null, tipo='credito'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=382, fecha=2024-07-04, monto=500, tipo='invalid'}","Transaccion 382 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=383, fecha=2024-01-26, monto=800, tipo='invalid'}","Transaccion 383 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=384, fecha=2024-05-30, monto=700, tipo='invalid'}","Transaccion 384 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=385, fecha=2024-07-27, monto=1500, tipo='invalid'}","Transaccion 385 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=386, fecha=2024-01-01, monto=-200, tipo='desconocido'}","Transaccion 386 con tipo no valido: desconocido"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=387, fecha=2024-07-10, monto=3000, tipo='invalid'}","Transaccion 387 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=388, fecha=2024-09-14, monto=null, tipo='debito'}","Transaccion incompleta: Transaccion{id=388, fecha=2024-09-14, monto=null, tipo='debito'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=389, fecha=2024-11-19, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=389, fecha=2024-11-19, monto=null, tipo='credito'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=396, fecha=2024-05-23, monto=null, tipo='debito'}","Transaccion incompleta: Transaccion{id=396, fecha=2024-05-23, monto=null, tipo='debito'}"
taskExecutor-2,READ,FlatFileParseException,"393,2024-13-01,800,credito","Parsing error at line: 394 in resource=[class path resource [data/transacciones.csv]], input=[393,2024-13-01,800,credito]"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=398, fecha=2024-05-09, monto=1000, tipo='invalid'}","Transaccion 398 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=402, fecha=2024-07-16, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=402, fecha=2024-07-16, monto=null, tipo='credito'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=404, fecha=2024-10-13, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=404, fecha=2024-10-13, monto=null, tipo='credito'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=406, fecha=2024-03-24, monto=700, tipo='desconocido'}","Transaccion 406 con tipo no valido: desconocido"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=407, fecha=2024-09-21, monto=-200, tipo='desconocido'}","Transaccion 407 con tipo no valido: desconocido"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=410, fecha=2024-11-23, monto=1500, tipo='invalid'}","Transaccion 410 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=412, fecha=2024-12-06, monto=1000, tipo='invalid'}","Transaccion 412 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=413, fecha=2024-10-21, monto=1500, tipo='invalid'}","Transaccion 413 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=414, fecha=2024-08-07, monto=null, tipo='debito'}","Transaccion incompleta: Transaccion{id=414, fecha=2024-08-07, monto=null, tipo='debito'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=415, fecha=2024-06-29, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=415, fecha=2024-06-29, monto=null, tipo='credito'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=416, fecha=2024-11-17, monto=null, tipo='desconocido'}","Transaccion incompleta: Transaccion{id=416, fecha=2024-11-17, monto=null, tipo='desconocido'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=417, fecha=2024-06-19, monto=null, tipo='debito'}","Transaccion incompleta: Transaccion{id=417, fecha=2024-06-19, monto=null, tipo='debito'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=418, fecha=2024-12-28, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=418, fecha=2024-12-28, monto=null, tipo='credito'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=422, fecha=2024-09-09, monto=-200, tipo='credito'}","Transaccion duplicada omitida: Transaccion{id=422, fecha=2024-09-09, monto=-200, tipo='credito'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=423, fecha=2024-08-28, monto=800, tipo='invalid'}","Transaccion 423 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=425, fecha=2024-01-09, monto=1200, tipo='invalid'}","Transaccion 425 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=427, fecha=2024-12-27, monto=null, tipo='invalid'}","Transaccion incompleta: Transaccion{id=427, fecha=2024-12-27, monto=null, tipo='invalid'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=429, fecha=2024-09-27, monto=null, tipo='invalid'}","Transaccion incompleta: Transaccion{id=429, fecha=2024-09-27, monto=null, tipo='invalid'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=430, fecha=2024-05-07, monto=1000, tipo='invalid'}","Transaccion 430 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=431, fecha=2024-05-04, monto=-200, tipo='desconocido'}","Transaccion 431 con tipo no valido: desconocido"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=433, fecha=2024-11-18, monto=1500, tipo='invalid'}","Transaccion 433 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=434, fecha=2024-05-03, monto=1500, tipo='desconocido'}","Transaccion 434 con tipo no valido: desconocido"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=435, fecha=2024-11-20, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=435, fecha=2024-11-20, monto=null, tipo='credito'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=437, fecha=2024-02-28, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=437, fecha=2024-02-28, monto=null, tipo='credito'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=438, fecha=2024-10-18, monto=1500, tipo='invalid'}","Transaccion 438 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=440, fecha=2024-07-28, monto=null, tipo='invalid'}","Transaccion incompleta: Transaccion{id=440, fecha=2024-07-28, monto=null, tipo='invalid'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=443, fecha=2024-05-11, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=443, fecha=2024-05-11, monto=null, tipo='credito'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=444, fecha=2024-04-19, monto=1200, tipo='desconocido'}","Transaccion 444 con tipo no valido: desconocido"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=446, fecha=2024-07-11, monto=700, tipo='invalid'}","Transaccion 446 con tipo no valido: invalid"
taskExecutor-2,READ,FlatFileParseException,"445,2024-13-01,1200,debito","Parsing error at line: 446 in resource=[class path resource [data/transacciones.csv]], input=[445,2024-13-01,1200,debito]"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=448, fecha=2024-06-08, monto=null, tipo='debito'}","Transaccion incompleta: Transaccion{id=448, fecha=2024-06-08, monto=null, tipo='debito'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=451, fecha=2024-07-02, monto=700, tipo='invalid'}","Transaccion 451 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=455, fecha=2024-02-29, monto=800, tipo='invalid'}","Transaccion 455 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=456, fecha=2024-10-18, monto=1200, tipo='invalid'}","Transaccion 456 con tipo no valido: invalid"
taskExecutor-2,READ,FlatFileParseException,"453,2024-13-01,800,invalid","Parsing error at line: 454 in resource=[class path resource [data/transacciones.csv]], input=[453,2024-13-01,800,invalid]"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=460, fecha=2024-08-21, monto=0, tipo='invalid'}","Transaccion 460 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=466, fecha=2024-11-30, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=466, fecha=2024-11-30, monto=null, tipo='credito'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=469, fecha=2024-12-03, monto=1000, tipo='invalid'}","Transaccion 469 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=470, fecha=2024-09-19, monto=null, tipo='debito'}","Transaccion incompleta: Transaccion{id=470, fecha=2024-09-19, monto=null, tipo='debito'}"
taskExecutor-2,READ,FlatFileParseException,"461,2024-13-01,700,invalid","Parsing error at line: 462 in resource=[class path resource [data/transacciones.csv]], input=[461,2024-13-01,700,invalid]"
taskExecutor-2,READ,FlatFileParseException,"462,2024-13-01,1500,invalid","Parsing error at line: 463 in resource=[class path resource [data/transacciones.csv]], input=[462,2024-13-01,1500,invalid]"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=471, fecha=2024-12-04, monto=1000, tipo='desconocido'}","Transaccion 471 con tipo no valido: desconocido"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=473, fecha=2024-08-15, monto=700, tipo='invalid'}","Transaccion 473 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=475, fecha=2024-12-28, monto=0, tipo='invalid'}","Transaccion 475 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=476, fecha=2024-07-06, monto=null, tipo='invalid'}","Transaccion incompleta: Transaccion{id=476, fecha=2024-07-06, monto=null, tipo='invalid'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=479, fecha=2024-12-07, monto=null, tipo='invalid'}","Transaccion incompleta: Transaccion{id=479, fecha=2024-12-07, monto=null, tipo='invalid'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=482, fecha=2024-02-04, monto=800, tipo='invalid'}","Transaccion 482 con tipo no valido: invalid"
taskExecutor-2,READ,FlatFileParseException,"472,2024-13-01,,invalid","Parsing error at line: 473 in resource=[class path resource [data/transacciones.csv]], input=[472,2024-13-01,,invalid]"
taskExecutor-2,READ,FlatFileParseException,"474,2024-13-01,1200,invalid","Parsing error at line: 475 in resource=[class path resource [data/transacciones.csv]], input=[474,2024-13-01,1200,invalid]"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=485, fecha=2024-11-17, monto=1000, tipo='desconocido'}","Transaccion 485 con tipo no valido: desconocido"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=486, fecha=2024-09-17, monto=800, tipo='invalid'}","Transaccion 486 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=488, fecha=2024-12-11, monto=null, tipo='debito'}","Transaccion incompleta: Transaccion{id=488, fecha=2024-12-11, monto=null, tipo='debito'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=490, fecha=2024-07-26, monto=700, tipo='invalid'}","Transaccion 490 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=491, fecha=2024-03-31, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=491, fecha=2024-03-31, monto=null, tipo='credito'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=492, fecha=2024-11-07, monto=-200, tipo='invalid'}","Transaccion 492 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=493, fecha=2024-08-29, monto=0, tipo='invalid'}","Transaccion 493 con tipo no valido: invalid"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=496, fecha=2024-09-14, monto=null, tipo='invalid'}","Transaccion incompleta: Transaccion{id=496, fecha=2024-09-14, monto=null, tipo='invalid'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=497, fecha=2024-04-20, monto=-200, tipo='desconocido'}","Transaccion 497 con tipo no valido: desconocido"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=500, fecha=2024-04-24, monto=null, tipo='invalid'}","Transaccion incompleta: Transaccion{id=500, fecha=2024-04-24, monto=null, tipo='invalid'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=501, fecha=2024-03-24, monto=null, tipo='credito'}","Transaccion incompleta: Transaccion{id=501, fecha=2024-03-24, monto=null, tipo='credito'}"
taskExecutor-2,PROCESS,InvalidDataException,"Transaccion{id=503, fecha=2024-02-14, monto=1500, tipo='invalid'}","Transaccion 503 con tipo no valido: invalid"
taskExecutor-2,READ,FlatFileParseException,"498,2024-13-01,1500,invalid","Parsing error at line: 499 in resource=[class path resource [data/transacciones.csv]], input=[498,2024-13-01,1500,invalid]"
