hilo,fase,tipoError,item,error
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=3, fecha=2024-04-09, monto=800, tipo='invalid'}","Transaccion 3 con tipo no valido: invalid"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=4, fecha=2024-05-04, monto=null, tipo='invalid'}","Transaccion incompleta: Transaccion{id=4, fecha=2024-05-04, monto=null, tipo='invalid'}"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=9, fecha=2024-04-07, monto=3000, tipo='invalid'}","Transaccion 9 con tipo no valido: invalid"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=10, fecha=2024-10-15, monto=1500, tipo='invalid'}","Transaccion 10 con tipo no valido: invalid"
taskExecutor-1,READ,FlatFileParseException,"7,2024-13-01,700,debito","Parsing error at line: 8 in resource=[class path resource [data/transacciones.csv]], input=[7,2024-13-01,700,debito]"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=15, fecha=2024-06-01, monto=null, tipo='desconocido'}","Transaccion incompleta: Transaccion{id=15, fecha=2024-06-01, monto=null, tipo='desconocido'}"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=16, fecha=2024-04-27, monto=1000, tipo='invalid'}","Transaccion 16 con tipo no valido: invalid"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=17, fecha=2024-12-18, monto=-200, tipo='invalid'}","Transaccion 17 con tipo no valido: invalid"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=22, fecha=2024-06-05, monto=1000, tipo='invalid'}","Transaccion 22 con tipo no valido: invalid"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=25, fecha=2024-11-09, monto=null, tipo='debito'}","Transaccion incompleta: Transaccion{id=25, fecha=2024-11-09, monto=null, tipo='debito'}"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=28, fecha=2024-09-03, monto=null, tipo='desconocido'}","Transaccion incompleta: Transaccion{id=28, fecha=2024-09-03, monto=null, tipo='desconocido'}"
taskExecutor-1,PROCESS,InvalidDataException,"Transaccion{id=29, fecha=2024-05-27, monto=null, tipo='debito'}","Transaccion incompleta: Transaccion{id=29, fecha=2024-05-27, monto=null, tipo='debito'}"
