hilo,fase,tipoError,item,error
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=137, nombre='Bob Johnson', tipo='prestamo', saldo=7000}","Cuenta incompleta: CuentaInteres{cuentaId=137, nombre='Bob Johnson', tipo='prestamo', saldo=7000}"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=114, nombre='Unknown', tipo='-1', saldo=null}","Cuenta 114 con saldo no positivo"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=113, nombre='Charlie Green', tipo='hipoteca', saldo=null}","Cuenta 113 con saldo no positivo"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=145, nombre='Charlie Green', tipo='ahorro', saldo=8000}","Cuenta 145 con edad invalida: 150"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=148, nombre='John Doe', tipo='prestamo', saldo=7000}","Cuenta incompleta: CuentaInteres{cuentaId=148, nombre='John Doe', tipo='prestamo', saldo=7000}"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=142, nombre='Steve Rogers', tipo='-1', saldo=5000}","Cuenta incompleta: CuentaInteres{cuentaId=142, nombre='Steve Rogers', tipo='-1', saldo=5000}"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=111, nombre='Diana Prince', tipo='hipoteca', saldo=10000}","Cuenta incompleta: CuentaInteres{cuentaId=111, nombre='Diana Prince', tipo='hipoteca', saldo=10000}"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=146, nombre='Steve Rogers', tipo='ahorro', saldo=null}","Cuenta 146 con saldo no positivo"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=134, nombre='Charlie Green', tipo='-1', saldo=8000}","Cuenta 134 con edad invalida: 150"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=107, nombre='Alice Brown', tipo='prestamo', saldo=null}","Cuenta 107 con saldo no positivo"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=116, nombre='Diana Prince', tipo='prestamo', saldo=null}","Cuenta incompleta: CuentaInteres{cuentaId=116, nombre='Diana Prince', tipo='prestamo', saldo=null}"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=105, nombre='Diana Prince', tipo='prestamo', saldo=10000}","Cuenta duplicada: CuentaInteres{cuentaId=105, nombre='Diana Prince', tipo='prestamo', saldo=10000}"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=141, nombre='Unknown', tipo='ahorro', saldo=7000}","Cuenta incompleta: CuentaInteres{cuentaId=141, nombre='Unknown', tipo='ahorro', saldo=7000}"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=120, nombre='John Doe', tipo='-1', saldo=null}","Cuenta incompleta: CuentaInteres{cuentaId=120, nombre='John Doe', tipo='-1', saldo=null}"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=143, nombre='Steve Rogers', tipo='ahorro', saldo=12000}","Cuenta duplicada: CuentaInteres{cuentaId=143, nombre='Steve Rogers', tipo='ahorro', saldo=12000}"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=140, nombre='John Doe', tipo='-1', saldo=null}","Cuenta 140 con saldo no positivo"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=107, nombre='Diana Prince', tipo='ahorro', saldo=null}","Cuenta 107 con saldo no positivo"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=150, nombre='Charlie Green', tipo='hipoteca', saldo=null}","Cuenta 150 con saldo no positivo"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=137, nombre='Steve Rogers', tipo='prestamo', saldo=null}","Cuenta 137 con saldo no positivo"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=143, nombre='Charlie Green', tipo='hipoteca', saldo=null}","Cuenta 143 con edad invalida: 150"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=133, nombre='Steve Rogers', tipo='-1', saldo=null}","Cuenta 133 con saldo no positivo"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=104, nombre='Jane Smith', tipo='ahorro', saldo=12000}","Cuenta 104 con edad invalida: 150"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=123, nombre='Diana Prince', tipo='hipoteca', saldo=7000}","Cuenta incompleta: CuentaInteres{cuentaId=123, nombre='Diana Prince', tipo='hipoteca', saldo=7000}"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=138, nombre='Alice Brown', tipo='-1', saldo=5000}","Cuenta incompleta: CuentaInteres{cuentaId=138, nombre='Alice Brown', tipo='-1', saldo=5000}"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=121, nombre='Steve Rogers', tipo='hipoteca', saldo=8000}","Cuenta incompleta: CuentaInteres{cuentaId=121, nombre='Steve Rogers', tipo='hipoteca', saldo=8000}"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=107, nombre='Charlie Green', tipo='hipoteca', saldo=10000}","Cuenta 107 con edad invalida: 150"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=137, nombre='Bob Johnson', tipo='ahorro', saldo=8000}","Cuenta incompleta: CuentaInteres{cuentaId=137, nombre='Bob Johnson', tipo='ahorro', saldo=8000}"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=139, nombre='Bob Johnson', tipo='prestamo', saldo=null}","Cuenta 139 con saldo no positivo"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=102, nombre='Alice Brown', tipo='ahorro', saldo=8000}","Cuenta incompleta: CuentaInteres{cuentaId=102, nombre='Alice Brown', tipo='ahorro', saldo=8000}"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=141, nombre='Bob Johnson', tipo='ahorro', saldo=null}","Cuenta incompleta: CuentaInteres{cuentaId=141, nombre='Bob Johnson', tipo='ahorro', saldo=null}"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=126, nombre='Alice Brown', tipo='prestamo', saldo=12000}","Cuenta incompleta: CuentaInteres{cuentaId=126, nombre='Alice Brown', tipo='prestamo', saldo=12000}"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=107, nombre='Diana Prince', tipo='-1', saldo=null}","Cuenta 107 con saldo no positivo"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=107, nombre='Unknown', tipo='ahorro', saldo=5000}","Cuenta incompleta: CuentaInteres{cuentaId=107, nombre='Unknown', tipo='ahorro', saldo=5000}"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=120, nombre='Bob Johnson', tipo='-1', saldo=null}","Cuenta 120 con saldo no positivo"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=120, nombre='Unknown', tipo='prestamo', saldo=null}","Cuenta 120 con saldo no positivo"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=130, nombre='Charlie Green', tipo='-1', saldo=null}","Cuenta 130 con saldo no positivo"
taskExecutor-1,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=137, nombre='John Doe', tipo='-1', saldo=null}","Cuenta 137 con saldo no positivo"
