hilo,fase,tipoError,item,error
taskExecutor-3,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=148, nombre='Steve Rogers', tipo='prestamo', saldo=null}","Cuenta incompleta: CuentaInteres{cuentaId=148, nombre='Steve Rogers', tipo='prestamo', saldo=null}"
taskExecutor-3,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=105, nombre='John Doe', tipo='ahorro', saldo=null}","Cuenta 105 con saldo no positivo"
taskExecutor-3,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=105, nombre='Diana Prince', tipo='prestamo', saldo=null}","Cuenta 105 con saldo no positivo"
taskExecutor-3,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=148, nombre='Steve Rogers', tipo='-1', saldo=5000}","Cuenta 148 con edad invalida: 150"
taskExecutor-3,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=148, nombre='Steve Rogers', tipo='ahorro', saldo=7000}","Cuenta incompleta: CuentaInteres{cuentaId=148, nombre='Steve Rogers', tipo='ahorro', saldo=7000}"
taskExecutor-3,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=103, nombre='Bob Johnson', tipo='-1', saldo=null}","Cuenta 103 con saldo no positivo"
taskExecutor-3,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=114, nombre='Alice Brown', tipo='prestamo', saldo=8000}","Cuenta 114 con edad invalida: 150"
taskExecutor-3,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=129, nombre='Steve Rogers', tipo='prestamo', saldo=5000}","Cuenta incompleta: CuentaInteres{cuentaId=129, nombre='Steve Rogers', tipo='prestamo', saldo=5000}"
taskExecutor-3,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=123, nombre='Steve Rogers', tipo='hipoteca', saldo=12000}","Cuenta incompleta: CuentaInteres{cuentaId=123, nombre='Steve Rogers', tipo='hipoteca', saldo=12000}"
taskExecutor-3,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=107, nombre='Jane Smith', tipo='prestamo', saldo=10000}","Cuenta incompleta: CuentaInteres{cuentaId=107, nombre='Jane Smith', tipo='prestamo', saldo=10000}"
taskExecutor-3,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=134, nombre='Steve Rogers', tipo='-1', saldo=null}","Cuenta 134 con saldo no positivo"
taskExecutor-3,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=113, nombre='Diana Prince', tipo='hipoteca', saldo=10000}","Cuenta incompleta: CuentaInteres{cuentaId=113, nombre='Diana Prince', tipo='hipoteca', saldo=10000}"
taskExecutor-3,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=125, nombre='Diana Prince', tipo='prestamo', saldo=null}","Cuenta incompleta: CuentaInteres{cuentaId=125, nombre='Diana Prince', tipo='prestamo', saldo=null}"
taskExecutor-3,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=134, nombre='Steve Rogers', tipo='hipoteca', saldo=8000}","Cuenta incompleta: CuentaInteres{cuentaId=134, nombre='Steve Rogers', tipo='hipoteca', saldo=8000}"
taskExecutor-3,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=131, nombre='Bob Johnson', tipo='prestamo', saldo=10000}","Cuenta incompleta: CuentaInteres{cuentaId=131, nombre='Bob Johnson', tipo='prestamo', saldo=10000}"
taskExecutor-3,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=129, nombre='Alice Brown', tipo='prestamo', saldo=null}","Cuenta 129 con saldo no positivo"
taskExecutor-3,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=125, nombre='Jane Smith', tipo='ahorro', saldo=5000}","Cuenta incompleta: CuentaInteres{cuentaId=125, nombre='Jane Smith', tipo='ahorro', saldo=5000}"
taskExecutor-3,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=144, nombre='John Doe', tipo='hipoteca', saldo=null}","Cuenta 144 con saldo no positivo"
taskExecutor-3,PROCESS,InvalidDataException,"CuentaInteres{cuentaId=113, nombre='Bob Johnson', tipo='hipoteca', saldo=12000}","Cuenta incompleta: CuentaInteres{cuentaId=113, nombre='Bob Johnson', tipo='hipoteca', saldo=12000}"
