hilo,fase,tipoError,item,error
taskExecutor-3,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=120, fecha=2024-04-11, transaccion='compra', monto=null}","Movimiento anual incompleto: MovimientoAnual{cuentaId=120, fecha=2024-04-11, transaccion='compra', monto=null}"
taskExecutor-3,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=106, fecha=2024-02-12, transaccion='deposito', monto=-100}","Monto no positivo en estado de cuenta (cuenta 106): -100"
taskExecutor-3,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=110, fecha=2024-11-13, transaccion='compra', monto=-500}","Monto no positivo en estado de cuenta (cuenta 110): -500"
taskExecutor-3,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=119, fecha=2024-07-25, transaccion='retiro', monto=-500}","Monto no positivo en estado de cuenta (cuenta 119): -500"
taskExecutor-3,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=103, fecha=2024-08-11, transaccion='pago', monto=1000}","Tipo de transaccion anual no valido: pago"
taskExecutor-3,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=111, fecha=2024-03-10, transaccion='retiro', monto=-500}","Monto no positivo en estado de cuenta (cuenta 111): -500"
taskExecutor-3,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=117, fecha=2024-01-11, transaccion='deposito', monto=-1000}","Monto no positivo en estado de cuenta (cuenta 117): -1000"
taskExecutor-3,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=109, fecha=2024-11-20, transaccion='retiro', monto=-1000}","Monto no positivo en estado de cuenta (cuenta 109): -1000"
taskExecutor-3,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=113, fecha=2024-01-25, transaccion='deposito', monto=-500}","Monto no positivo en estado de cuenta (cuenta 113): -500"
taskExecutor-3,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=109, fecha=2024-10-15, transaccion='retiro', monto=-500}","Monto no positivo en estado de cuenta (cuenta 109): -500"
taskExecutor-3,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=118, fecha=2024-09-01, transaccion='retiro', monto=-100}","Monto no positivo en estado de cuenta (cuenta 118): -100"
taskExecutor-3,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=105, fecha=2024-01-17, transaccion='compra', monto=-500}","Monto no positivo en estado de cuenta (cuenta 105): -500"
taskExecutor-3,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=111, fecha=2024-07-19, transaccion='compra', monto=-100}","Monto no positivo en estado de cuenta (cuenta 111): -100"
taskExecutor-3,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=107, fecha=2024-02-29, transaccion='deposito', monto=-500}","Monto no positivo en estado de cuenta (cuenta 107): -500"
taskExecutor-3,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=102, fecha=2024-11-05, transaccion='retiro', monto=null}","Movimiento anual incompleto: MovimientoAnual{cuentaId=102, fecha=2024-11-05, transaccion='retiro', monto=null}"
taskExecutor-3,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=104, fecha=2024-11-01, transaccion='retiro', monto=-500}","Monto no positivo en estado de cuenta (cuenta 104): -500"
taskExecutor-3,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=104, fecha=2024-02-02, transaccion='retiro', monto=-100}","Monto no positivo en estado de cuenta (cuenta 104): -100"
taskExecutor-3,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=113, fecha=2024-05-02, transaccion='retiro', monto=-100}","Monto no positivo en estado de cuenta (cuenta 113): -100"
taskExecutor-3,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=109, fecha=2024-07-05, transaccion='retiro', monto=-500}","Monto no positivo en estado de cuenta (cuenta 109): -500"
taskExecutor-3,PROCESS,InvalidDataException,"MovimientoAnual{cuentaId=110, fecha=2024-02-15, transaccion='deposito', monto=0}","Monto no positivo en estado de cuenta (cuenta 110): 0"
